,Text,Sentiment,User,Platform,Hashtags,Retweets,Likes,Country,Year
643,Exploring the world of coding. Debugging is an adventure on its own! #CodingJourney #HighSchoolCoder ,Excitement, CodeExplorerHighSchool ,Twitter, #CodingAdventure #HighSchoolCoderLife ,25.0,50.0,UK,2023
644,"Joined the school debate team. Words are my weapons, and I'm ready for battle! ",Excitement, DebateWarriorHighSchool ,Facebook, #DebateWarrior #HighSchoolDebater ,18.0,35.0,Canada,2023
645,"Started a photography club at school. Capturing moments, one snapshot at a time! ",Joy, PhotoClubHighSchool ,Instagram, #PhotographyClub #HighSchoolPhotographer ,22.0,45.0,USA,2023
646,"Daydreaming about the upcoming prom. The dress, the dance – it's a fairytale in the making! ",Excitement, PromDreamerHighSchool ,Twitter, #PromDreams #HighSchoolFairytale ,30.0,60.0,Canada,2023
647,Convinced the teacher to have class outdoors. Learning equations with a side of fresh air! ,Positive, OutdoorClassHighSchool ,Facebook, #OutdoorClassroom #HighSchoolExplorer ,28.0,55.0,USA,2023
648,"Accidentally spilled paint in art class. Abstract art, right? #ArtClassAdventures #HighSchoolArtist ",Embarrassed, PaintSpillHighSchool ,Instagram, #ArtisticMishaps #HighSchoolArt ,22.0,45.0,UK,2023
649,Trying to master the perfect kickflip on my skateboard. Skating into the weekend like a pro! ,Excitement, SkateProHighSchool ,Twitter, #SkaterLife #HighSchoolSkater ,30.0,60.0,Canada,2023
650,Bonding with friends over the latest K-pop sensation. Fangirling at its finest! ,Joy, KpopFangirlHighSchool ,Facebook, #KpopFangirl #HighSchoolMusic ,20.0,40.0,USA,2023
651,Spent hours perfecting a chemistry experiment. Mixing potions like a wizard! ,Joy, ChemistryWizardHighSchool ,Instagram, #ChemistryWizard #HighSchoolScientist ,28.0,55.0,UK,2023
652,Successfully organized a surprise birthday party for a friend. Party planning expert mode: Achieved! ,Joy, BirthdayPartyPlannerHighSchool ,Twitter, #BirthdayParty #HighSchoolCelebration ,22.0,45.0,Canada,2023
653,"Joined the drama club to unleash my inner actor. Lights, camera, action! ",Excitement, DramaClubStarHighSchool ,Facebook, #DramaClubStar #HighSchoolActor ,25.0,50.0,USA,2023
654,Got my hands on the latest fantasy novel. Diving into realms of magic and adventure! ,Excitement, FantasyBookNerdHighSchool ,Instagram, #FantasyBookNerd #HighSchoolReader ,35.0,70.0,UK,2023
655,Mastering the art of the perfect doodle during boring classes. Doodles: A+! ,Joy, DoodleMasterHighSchool ,Twitter, #DoodleMaster #HighSchoolArt ,20.0,40.0,USA,2023
656,Attempting to break the school record for the longest handstand. Wish me luck! ,Excitement, HandstandChallengeHighSchool ,Facebook, #HandstandChallenge #HighSchoolAthlete ,28.0,55.0,Canada,2023
657,Sneaking snacks into class like a pro. The art of snack-smuggling is a sacred skill! ,Mischievous, SnackSmugglerHighSchool ,Instagram, #SnackSmuggler #HighSchoolSnacks ,30.0,60.0,USA,2023
658,Hosting a sleepover with friends this weekend. Preparing for a night of laughter and memories! ,Excitement, SleepoverHostHighSchool ,Twitter, #SleepoverFun #HighSchoolMemories ,18.0,35.0,UK,2023
659,"Spent hours on a TikTok dance, only to realize I have two left feet. Dance fail: Unleashed! ",Embarrassed, TikTokFailHighSchool ,Facebook, #DanceFail #HighSchoolTikTok ,25.0,50.0,USA,2023
660,Accidentally liked my crush's old photo while stalking their profile. Awkward level: Maximum! ,Embarrassed, SocialMediaBlunderHighSchool ,Instagram, #SocialMediaBlunder #HighSchoolAwkward ,22.0,45.0,UK,2023
661,Tried to impress my crush with a smooth conversation. Ended up spilling my drink. Smooth level: Nonexistent! ,Embarrassed, CrushFailHighSchool ,Twitter, #CrushFail #HighSchoolEmbarrassment ,30.0,60.0,Canada,2023
662,Mastered the art of creating paper airplanes during lecture. Paper planes: Soaring to new heights! ,Joy, PaperPlaneExpertHighSchool ,Instagram, #PaperPlaneExpert #HighSchoolArt ,15.0,30.0,USA,2023
663,Trying to set a new trend by juggling textbooks between classes. Academic juggling: A unique skill! ,Excitement, JugglingProHighSchool ,Facebook, #TextbookJuggling #HighSchoolSkills ,22.0,40.0,Canada,2023
664,Hiding a snack stash in my backpack for emergency cravings. Snack ninja mode: Activated! ,Mischievous, SnackNinjaHighSchool ,Twitter, #SnackNinja #HighSchoolSnacks ,28.0,55.0,USA,2023
665,Planning a surprise scavenger hunt for friends. Anticipating the thrill and excitement! ,Excitement, ScavengerHuntMasterHighSchool ,Instagram, #SurpriseAdventure #HighSchoolFun ,20.0,38.0,UK,2023
666,Danced in the rain to celebrate the end of exams. Rain dance: Unexpectedly refreshing! ,Joy, RainDanceCelebrationHighSchool ,Facebook, #RainDance #HighSchoolJoy ,25.0,50.0,Canada,2023
667,Accidentally sent a text meant for a friend to the class group chat. Texting fail: Oops moment! ,Embarrassed, GroupChatBlunderHighSchool ,Twitter, #TextingFail #HighSchoolAwkward ,18.0,35.0,USA,2023
668,Tried a magic trick to impress classmates. Magic fail: Where did that rabbit go? ,Embarrassed, MagicFailHighSchool ,Instagram, #MagicFail #HighSchoolMagic ,22.0,45.0,UK,2023
669,Perfecting the art of creating origami during a dull lecture. Origami mastery: A+! ,Joy, OrigamiProHighSchool ,Twitter, #OrigamiMaster #HighSchoolArt ,18.0,36.0,USA,2023
670,Attempting to set a new record for the most consecutive hacky sack kicks. Hacky sack skills: Unleashed! ,Excitement, HackySackChampionHighSchool ,Instagram, #HackySackChallenge #HighSchoolAthlete ,26.0,48.0,Canada,2023
671,Creating a secret handshake with friends. Friendship level: Expert! ,Joy, SecretHandshakeHighSchool ,Facebook, #FriendshipGoals #HighSchoolMemories ,20.0,40.0,USA,2023
672,Embarking on a mission to find the best burger joint in town. Burger connoisseur: Reporting for duty! ,Excitement, BurgerQuestHighSchool ,Twitter, #BurgerQuest #HighSchoolFoodie ,24.0,42.0,UK,2023
673,Practicing a stand-up comedy routine for the upcoming talent show. Comedy gig: In the making! ,Joy, ComedyGeniusHighSchool ,Instagram, #StandUpComedy #HighSchoolTalent ,21.0,39.0,Canada,2023
674,Accidentally sent a love letter to the wrong person. Love note fail: Maximum embarrassment! ,Embarrassed, LoveLetterBlunderHighSchool ,Facebook, #LoveLetterFail #HighSchoolAwkward ,17.0,33.0,USA,2023
675,Attempting to impress the teacher with an elaborate science experiment. Science geek mode: Activated! ,Excitement, ScienceExperimentProHighSchool ,Twitter, #ScienceGeek #HighSchoolExperiments ,23.0,44.0,UK,2023
676,Crafting intricate friendship bracelets for the whole squad. Friendship level: Expert weaver! ,Joy, BraceletCraftsmanHighSchool ,Instagram, #FriendshipBracelets #HighSchoolCrafts ,19.0,37.0,USA,2023
677,Attempting to beat the record for the most consecutive cartwheels. Cartwheel challenge: Underway! ,Excitement, CartwheelMasterHighSchool ,Twitter, #CartwheelChallenge #HighSchoolAthlete ,27.0,52.0,Canada,2023
678,Organizing a movie marathon with friends. Popcorn and cinematic adventures await! ,Joy, MovieMarathonHostHighSchool ,Facebook, #MovieNight #HighSchoolMemories ,22.0,43.0,UK,2023
679,Experimenting with a new hair color. A bold change for a bold semester! ,Excitement, HairColorExperimentHighSchool ,Instagram, #HairExperiment #HighSchoolStyle ,20.0,39.0,USA,2023
680,Building a time capsule to capture memories for the future. Time-traveling emotions! ,Joy, TimeCapsuleCreatorHighSchool ,Facebook, #TimeCapsule #HighSchoolNostalgia ,26.0,48.0,Canada,2023
681,Accidentally walked into the wrong classroom on the first day. Classroom mix-up: Awkward start! ,Embarrassed, ClassroomBlunderHighSchool ,Twitter, #FirstDayOops #HighSchoolEmbarrassment ,16.0,32.0,USA,2023
682,Trying out a new smoothie recipe for a healthy start to the week. Smoothie enthusiast: Level up! ,Excitement, SmoothieConnoisseurHighSchool ,Instagram, #HealthyLiving #HighSchoolWellness ,23.0,42.0,UK,2023
683,Reflecting on the challenges of the school year. Feeling a bit overwhelmed with assignments. ,Sad, OverwhelmedHighSchoolStudent ,Twitter, #SchoolChallenges #HighSchoolStruggles ,15.0,28.0,USA,2023
684,Encountered some mean-spirited comments online. Dealing with online hate is never easy. ,Hate, DealingWithHateHighSchool ,Instagram, #OnlineHate #HighSchoolReality ,18.0,36.0,Canada,2023
685,Had a bad day at school. Everything seems to be going wrong. ,Bad, ToughDayHighSchool ,Facebook, #BadDay #HighSchoolBlues ,20.0,40.0,UK,2023
686,Feeling down after not making the sports team. Disappointment lingers. ,Sad, SportsTeamRejectionHighSchool ,Twitter, #Disappointment #HighSchoolSports ,17.0,34.0,USA,2023
687,Witnessed a heated argument in the cafeteria. Unpleasant atmosphere at lunch. ,Hate, CafeteriaConflictHighSchool ,Instagram, #CafeteriaDrama #HighSchoolTension ,21.0,41.0,Canada,2023
688,Received a not-so-great grade on a major project. Academic frustration setting in. ,Bad, ProjectGradeDisappointmentHighSchool ,Facebook, #AcademicFrustration #HighSchoolStress ,19.0,38.0,UK,2023
689,Dealing with a personal setback. Sometimes life throws unexpected challenges. ,Sad, PersonalSetbackHighSchool ,Twitter, #LifeChallenges #HighSchoolStruggles ,22.0,44.0,USA,2023
690,Feeling lonely on a Saturday night. Sometimes solitude hits harder than expected. ,Sad, LonelySaturdayHighSchool ,Instagram, #LonelyNights #HighSchoolEmotions ,16.0,31.0,Canada,2023
691,Experiencing cyberbullying. Hateful messages online are disheartening. ,Hate, CyberbullyingVictimHighSchool ,Facebook, #StopCyberbullying #HighSchoolReality ,14.0,27.0,UK,2023
692,Caught in a torrential rainstorm without an umbrella. Today's weather is just bad luck. ,Bad, RainyDayBluesHighSchool ,Twitter, #BadLuck #HighSchoolWeather ,18.0,35.0,USA,2023
693,Missing an important event due to unforeseen circumstances. A day filled with sadness. ,Sad, MissedOpportunityHighSchool ,Instagram, #MissedChances #HighSchoolRegret ,20.0,39.0,Canada,2023
694,Dealing with unfounded rumors circulating about personal life. Rumors can be hurtful. ,Hate, RumorVictimHighSchool ,Facebook, #RumorMills #HighSchoolDrama ,23.0,46.0,UK,2023
695,Got a flat tire on the way to an important meeting. Talk about a series of bad events! ,Bad, FlatTireWoesHighSchool ,Twitter, #BadLuckDay #HighSchoolStruggles ,25.0,50.0,USA,2023
696,Feeling a sense of emptiness after a close friend moves away. Farewells are always sad. ,Sad, FriendMovingAwayHighSchool ,Instagram, #SayingGoodbye #HighSchoolEmotions ,21.0,42.0,Canada,2023
697,Facing rejection from a dream college. Disheartened but determined to explore other paths. ,Sad, CollegeRejectionHighSchool ,Facebook, #CollegeDreams #HighSchoolJourney ,19.0,37.0,UK,2023
698,Encountering online toxicity during a gaming session. Hateful comments can ruin the fun. ,Hate, GamingToxicityHighSchool ,Twitter, #OnlineGaming #HighSchoolGamer ,16.0,32.0,USA,2023
699,Having a bad hair day and feeling self-conscious. Bad hair days can affect confidence. ,Bad, BadHairDayBluesHighSchool ,Instagram, #BadHairDay #HighSchoolConfidence ,18.0,36.0,Canada,2023
700,Feeling a sense of despair after a major project failure. Hard work didn't pay off this time. ,Sad, ProjectFailureDespairHighSchool ,Facebook, #ProjectStruggles #HighSchoolHardships ,21.0,41.0,UK,2023
701,Experiencing hate comments for expressing personal opinions. Online negativity prevails. ,Hate, OpinionsHateHighSchool ,Twitter, #OnlineOpinions #HighSchoolCriticism ,24.0,48.0,USA,2023
702,Having a string of bad luck with constant technology malfunctions. Tech troubles galore! ,Bad, TechMalfunctionWoesHighSchool ,Instagram, #TechIssues #HighSchoolTech ,22.0,43.0,Canada,2023
703,Missing out on a long-anticipated event due to unexpected circumstances. A day filled with sadness. ,Sad, MissedEventBluesHighSchool ,Facebook, #MissedMoments #HighSchoolRegret ,20.0,39.0,UK,2023
704,Trying out a new study technique for upcoming exams. Exploring different learning strategies. ,Neutral, StudyTechniqueExperimentHighSchool ,Instagram, #StudyStrategies #HighSchoolExams ,23.0,42.0,USA,2023
705,Organizing a community cleanup event for a cleaner neighborhood. Promoting environmental awareness. ,Neutral, CommunityCleanupHighSchool ,Twitter, #EnvironmentalEfforts #HighSchoolCommunity ,26.0,50.0,Canada,2023
706,Sharing favorite book recommendations with classmates. Building a mini book club. ,Neutral, BookRecommendationsHighSchool ,Facebook, #BookClub #HighSchoolReads ,19.0,38.0,UK,2023
707,Experimenting with a new recipe for a school bake sale. Baking adventures in the kitchen. ,Neutral, BakeSaleRecipeExperimentHighSchool ,Instagram, #BakingAdventures #HighSchoolBakes ,21.0,43.0,USA,2023
708,Collaborating on a school project with peers. Teamwork makes the dream work. ,Neutral, SchoolProjectCollaborationHighSchool ,Twitter, #Teamwork #HighSchoolProjects ,18.0,36.0,Canada,2023
709,Attending a school club meeting to explore new interests. Dabbling in extracurricular activities. ,Neutral, ExtracurricularExplorationHighSchool ,Instagram, #SchoolClubs #HighSchoolInterests ,22.0,45.0,UK,2023
710,Exploring a new part-time job opportunity for gaining work experience. Career development in progress. ,Neutral, PartTimeJobExplorationHighSchool ,Facebook, #CareerDevelopment #HighSchoolJobs ,24.0,48.0,USA,2023
711,Attending a school assembly to stay informed about upcoming events and announcements. Staying connected with school activities. ,Neutral, SchoolAssemblyParticipationHighSchool ,Twitter, #SchoolEvents #HighSchoolConnectivity ,20.0,40.0,Canada,2023
712,Exploring a new hobby of photography during free time. Capturing moments through a lens. ,Neutral, PhotographyHobbyHighSchool ,Instagram, #PhotographyJourney #HighSchoolHobbies ,25.0,49.0,UK,2023
713,Participating in a science fair to showcase a unique experiment. Sharing knowledge with peers. ,Neutral, ScienceFairParticipationHighSchool ,Facebook, #ScienceFair #HighSchoolScience ,19.0,37.0,USA,2023
714,Attending a workshop on time management to enhance organizational skills. Striving for efficiency. ,Neutral, TimeManagementWorkshopHighSchool ,Twitter, #EfficiencyGoals #HighSchoolSkills ,23.0,44.0,Canada,2023
715,Volunteering at a local charity event to give back to the community. Contributing to social causes. ,Neutral, CharityEventVolunteerHighSchool ,Instagram, #CommunityService #HighSchoolVolunteer ,20.0,39.0,UK,2023
716,Collaborating on a group project to promote teamwork and shared responsibilities. Group effort in action. ,Neutral, GroupProjectCollaborationHighSchool ,Facebook, #TeamSpirit #HighSchoolProjects ,18.0,35.0,USA,2023
717,Participating in a debate club to enhance critical thinking and communication skills. Intellectual engagement in progress. ,Neutral, DebateClubParticipationHighSchool ,Twitter, #DebateSkills #HighSchoolIntellect ,22.0,43.0,Canada,2023
718,Celebrating a friend's birthday with a surprise party. Joyful moments and laughter all around! ,Happy, BirthdaySurpriseHighSchool ,Instagram, #SurpriseParty #HighSchoolCelebration ,27.0,52.0,UK,2023
719,Successfully completing a challenging coding project. Excitement for overcoming coding hurdles! ,Happy, CodingSuccessHighSchool ,Twitter, #CodingTriumph #HighSchoolTech ,24.0,48.0,USA,2023
720,Attending a school talent show to support classmates. Applauding the diverse talents on display! ,Happy, TalentShowSupportHighSchool ,Facebook, #TalentShow #HighSchoolEntertainment ,19.0,38.0,Canada,2023
721,"Exploring a new hiking trail with friends over the weekend. Nature, laughter, and good vibes! ",Happy, WeekendHikeHighSchool ,Instagram, #NatureAdventures #HighSchoolFriends ,21.0,42.0,UK,2023
722,Winning a friendly sports competition against rival schools. Victory celebrations in full swing! ,Happy, SportsVictoryHighSchool ,Twitter, #SportsTriumph #HighSchoolAthletics ,26.0,50.0,USA,2023
723,Receiving a heartfelt letter from a pen pal in another country. Connecting across the globe! ,Happy, PenPalConnectionHighSchool ,Facebook, #GlobalFriendship #HighSchoolCorrespondence ,23.0,45.0,Canada,2023
724,Creating a beautiful mural with fellow art enthusiasts. The power of collaboration and creativity! ,Happy, MuralCreationHighSchool ,Instagram, #ArtCollaboration #HighSchoolCreativity ,22.0,43.0,UK,2023
725,Participating in a school-wide art exhibition. Witnessing creativity and spreading positive vibes! ,Happy, ArtExhibitionJoyHighSchool ,Instagram, #ArtisticExpression #HighSchoolCreativity ,23.0,44.0,USA,2015
726,Achieving a personal best in a track and field competition. The thrill of victory and self-improvement! ,Happy, TrackFieldSuccessHighSchool ,Twitter, #AthleticAchievement #HighSchoolSports ,26.0,51.0,Canada,2016
727,Collaborating on a science project that received recognition at a regional fair. Science triumphs and smiles! ,Happy, ScienceProjectSuccessHighSchool ,Facebook, #ScienceFairWinner #HighSchoolScience ,20.0,39.0,UK,2017
728,"Attending a surprise birthday party organized by friends. Surrounded by love, laughter, and good company! ",Happy, BirthdayPartyJoyHighSchool ,Instagram, #SurpriseCelebration #HighSchoolFriendship ,25.0,48.0,USA,2018
729,Successfully fundraising for a school charity initiative. The joy of giving back to the community! ,Happy, CharityFundraisingTriumphHighSchool ,Twitter, #CommunityGiving #HighSchoolPhilanthropy ,22.0,42.0,Canada,2019
730,"Participating in a multicultural festival, celebrating diversity with music, dance, and delicious food! ",Happy, MulticulturalFestivalJoyHighSchool ,Facebook, #CulturalCelebration #HighSchoolUnity ,21.0,43.0,UK,2020
731,"Organizing a virtual talent show during challenging times, bringing smiles to classmates' faces! ",Happy, VirtualTalentShowSuccessHighSchool ,Instagram, #VirtualEntertainment #HighSchoolPositivity ,24.0,47.0,USA,2020
